name,type,genre,episodes,popularity,averageScore,rating,animeYear
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Animated Commentary,SPECIAL,Comedy,16,3498,61,61,2011
Osomatsu-kun (1988),TV,Comedy,86,1287,61,64,1989
Oni Chichi 2,OVA,Hentai,2,3819,61,61,2010
K-ON!!: Ura-On!!,SPECIAL,Comedy,9,7950,61,61,2011
ToHeart2 adnext,OVA,"Comedy,Romance",2,983,61,64,2011
Moetan Specials,SPECIAL,"Comedy,Ecchi,Mahou Shoujo,Mecha",2,1097,61,63,2008
"Nee, Chanto Shiyou Yo!",OVA,Hentai,5,1641,61,62,2006
CB chara Go Nagai World,OVA,,3,800,61,64,1991
Discipline,OVA,Hentai,6,3299,61,61,2004
Hikyou Tanken Fam & Ihrie,OVA,"Action,Adventure,Comedy,Fantasy",4,1739,61,63,1996
MUNTO: Toki no Kabe wo Koete,OVA,"Action,Fantasy",1,1762,61,62,2005
Hikari to Mizu no Daphne,TV,"Comedy,Drama,Mystery,Psychological,Sci-Fi",24,1915,61,63,2004
Dragon Ball Z: Konoyo de Ichiban Tsuyoi Yatsu,MOVIE,"Action,Adventure,Comedy,Sci-Fi",1,15401,61,61,1990
Juubee Ninpuuchou: Ryuuhougyoku-hen,TV,"Adventure,Horror,Supernatural",13,4543,61,61,2003
Otogizoushi,TV,"Adventure,Drama,Fantasy,Supernatural",26,2521,61,63,2005
.hack//Tasogare no Udewa Densetsu,TV,"Adventure,Comedy,Fantasy,Sci-Fi",12,7154,61,61,2003
Agatha Christie no Meitantei Poirot to Marple,TV,Mystery,39,1222,61,64,2005
Repaint,MUSIC,Sci-Fi,1,222,61,72,2022
I~ya I~ya I~ya,MUSIC,,1,153,61,77,2017
Melt,MUSIC,,1,226,61,73,2009
Muramata-san no Himitsu,OVA,Hentai,2,1873,61,62,2020
Mugyutto! Black Clover,ONA,"Comedy,Fantasy",8,3890,61,61,2019
The Idolm@ster Million Live! 4th Shuunenkinen PV,ONA,"Comedy,Music,Slice of Life",1,656,61,66,2017
Shika no Ou: Yuna to Yakusoku no Tabi,MOVIE,"Adventure,Drama,Fantasy",1,8857,61,69,2022
B: The Beginning Succession,ONA,"Action,Mystery,Psychological,Supernatural,Thriller",6,17701,61,61,2021
Yes! BanG_Dream!,MUSIC,,1,1113,61,63,2016
BLEACH Colorful!: Gotei Juusan Yatai Daisakusen!,OVA,Comedy,1,2845,61,62,2008
Blood Lad: Kanketsu Kinen,ONA,Music,1,3594,61,62,2017
Jewelry The Animation,OVA,"Hentai,Romance",1,1344,61,62,2018
Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,SPECIAL,Mahou Shoujo,1,883,61,64,2017
Code:Realize - Sousei no Himegimi,TV,"Action,Adventure,Fantasy,Romance",12,13046,61,61,2018
Centaur no Nayami,TV,"Comedy,Fantasy,Slice of Life",12,16226,61,61,2017
Kenka Banchou Otome: Girl Beats Boys,TV_SHORT,"Action,Comedy",12,12099,61,61,2017
Fate/EXTRA Last Encore,TV,"Action,Fantasy,Psychological",13,40237,61,61,2018
Shoujo kara Shoujo e...,OVA,"Hentai,Romance",2,1295,61,63,2016
Osomatsu-san Short Film Series,SPECIAL,Comedy,8,1378,61,63,2016
Gokukoku no Brynhildr OVA,OVA,"Drama,Mystery,Sci-Fi",1,7640,61,61,2014
Tokyo ESP,TV,"Action,Fantasy,Supernatural",12,25281,61,61,2014
Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,SPECIAL,Sci-Fi,1,1318,61,62,2012
Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,OVA,Hentai,2,1855,61,62,2013
Aku no Onna Kanbu,OVA,Hentai,2,1738,61,62,2012
Uchuu Kaizoku Sara: Bonus Video,SPECIAL,"Hentai,Sci-Fi",1,952,61,63,2010
Nyanpire The Animation,TV_SHORT,"Comedy,Supernatural",12,4161,61,61,2011
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,TV,"Comedy,Drama,Ecchi,Psychological,Romance",12,11908,61,61,2011
Astarotte no Omocha!,TV,"Comedy,Ecchi,Fantasy,Romance",12,20715,61,61,2011
Sora no Manimani Specials,SPECIAL,"Comedy,Slice of Life",3,1005,61,63,2010
Kodai Ouja Kyouryuu King: D-Kids Adventure - Yokuryuu Densetsu,TV,"Action,Adventure,Sci-Fi",30,2009,61,61,2008
Taimanin Asagi,OVA,"Action,Hentai,Supernatural",4,2722,61,62,2008
Accelerando: Datenshi-tachi no Sasayaki,OVA,Hentai,4,1408,61,62,2009
Lingeries,OVA,Hentai,3,1100,61,63,2004
SKULL MAN,TV,"Action,Mystery",13,4512,61,61,2007
Captain Tsubasa: Asu ni Mukatte Hashire!,MOVIE,Sports,1,784,61,64,1986
Di Gi Charat: Ohanami Special,SPECIAL,Comedy,4,762,61,64,2001
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,MOVIE,"Action,Adventure,Comedy,Sci-Fi,Sports",1,1947,61,62,2002
Dual! Parallel Lunlun Monogatari: Final Frontier,SPECIAL,"Comedy,Drama,Mecha,Romance,Sci-Fi",1,735,61,64,2000
Dear Boys,TV,"Drama,Sports",26,2639,61,62,2003
Gad Guard,TV,"Adventure,Mecha,Sci-Fi",26,2045,61,63,2003
Glory or Dust,MUSIC,,1,211,60,76,2021
Platinum End,TV,"Drama,Mystery,Psychological,Romance,Supernatural",24,78509,60,60,2022
Strike Witches: 501 Butai Hasshin Shimasu! Movie,MOVIE,Sci-Fi,1,1382,60,63,2019
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,SPECIAL,Mecha,1,1608,60,63,2014
Wu Geng Ji 3,ONA,"Action,Fantasy,Supernatural",42,355,60,73,2020
Daisuki na Haha,OVA,Hentai,2,2659,60,61,2018
Fumikiri Jikan,TV_SHORT,"Comedy,Slice of Life",12,10079,60,61,2018
Musaigen no Phantom World: Limitless Phantom World,SPECIAL,"Comedy,Fantasy,Supernatural",7,6752,60,61,2016
Dream Festival! R,ONA,Music,12,1024,60,64,2017
Shinsei Futanari Idol: Dekatama Kei!,OVA,Hentai,2,1578,60,62,2017
Terra Formars: Revenge,TV,"Action,Horror,Sci-Fi",13,12037,60,61,2016
Etotama TV Mikoukai Short Episode,SPECIAL,"Action,Comedy,Fantasy",6,1620,60,62,2015
Kyonyuu Kazoku Saimin,OVA,Hentai,1,1882,60,62,2014
Ane Kyun: Joshi ga Ie ni Kita!,OVA,"Hentai,Romance",1,1875,60,62,2014
Dog Days' Specials,SPECIAL,"Action,Adventure,Fantasy",13,1656,60,63,2013
Pocket Monsters Best Wishes! Shinsoku no Genesect: Mewtwo Kakusei,MOVIE,"Adventure,Comedy,Fantasy",1,9691,60,61,2013
"Kono Naka ni Hitori, Imouto ga Iru!",TV,"Comedy,Ecchi,Romance",12,29601,60,61,2012
"Dakara Boku wa, H ga Dekinai.",TV,"Comedy,Ecchi,Romance,Supernatural",12,53099,60,60,2012
Pucca 2,TV,"Action,Comedy,Romance",13,1739,60,62,2008
Hen Zemi (TV),TV_SHORT,"Comedy,Ecchi",13,7336,60,61,2011
Sacred Seven,TV,"Action,Sci-Fi",12,10080,60,61,2011
Lupin the Third,MUSIC,Adventure,1,1136,60,63,2009
Crayon Shin-chan: Densetsu wo Yobu Odore! Amigo!,MOVIE,"Comedy,Ecchi,Slice of Life",1,797,60,63,2006
Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,OVA,"Hentai,Romance",2,1053,60,63,2010
Tsurupika Hagemaru,TV,Comedy,59,537,60,64,1989
Marco: Haha wo Tazunete Sanzenri,MOVIE,"Adventure,Drama",1,530,60,67,1999
Chibi Maruko-chan Movie (1990),MOVIE,Comedy,1,398,60,67,1991
Solty Rei Specials,SPECIAL,"Comedy,Drama",2,546,60,65,2007
Ane☆Haramix,OVA,Hentai,4,1428,60,62,2007
Tsukuyomi: Moon Phase Special,SPECIAL,"Comedy,Supernatural",1,1763,60,62,2006
Nagagutsu wo Haita Neko,MOVIE,"Adventure,Comedy,Fantasy",1,918,60,63,1969
Muteki Choujin Zambot 3,TV,"Action,Drama,Mecha,Sci-Fi",23,1674,60,62,1978
Atama Yama,MOVIE,"Comedy,Fantasy",1,1746,60,62,2002
Dragon Ball Z: Super Saiyajin da Son Goku,MOVIE,"Action,Adventure,Comedy,Fantasy,Sci-Fi",1,17467,60,61,1991
Juubei-chan: Lovely Gantai no Himitsu,TV,"Action,Adventure,Comedy,Drama",13,2388,60,62,1999
Mahou Tsukai Tai! (TV),TV,"Comedy,Romance,Sci-Fi",13,2276,60,62,1999
Air Master,TV,"Action,Adventure,Comedy",27,4270,60,61,2003
Levitating,MUSIC,"Mahou Shoujo,Sci-Fi",1,243,60,69,2021
Fate/Grand Order x Thunderbolt Fantasy 3,ONA,"Action,Fantasy",1,469,60,68,2021
Tadashiku Narenai,MUSIC,"Drama,Psychological",1,258,60,72,2021
Kazoku: Haha to Shimai no Kyousei,OVA,Hentai,,1126,60,64,2021
"Tantei wa mou, Shindeiru.",TV,"Comedy,Drama,Mystery,Romance,Supernatural",12,70498,60,60,2021
Aggressive Girl,MUSIC,,1,384,60,67,2020
Pocket Monsters: Mewtwo no Gyakushuu Evolution,MOVIE,"Adventure,Comedy,Drama,Fantasy,Sci-Fi",1,5637,60,61,2019
Wo de Tian Jie Nüyou,ONA,"Action,Fantasy,Romance",15,5957,60,61,2018
Takunomi.,TV_SHORT,"Comedy,Slice of Life",12,9850,60,61,2018
"Wake Up, Girls! Shin Shou",TV,"Music,Slice of Life",13,3197,60,61,2018
Gakuen Handsome,TV_SHORT,Comedy,12,8806,60,61,2017
Kuma Miko Specials,SPECIAL,Comedy,2,1707,60,62,2016
Eromanga Sensei,TV,"Comedy,Drama,Ecchi,Romance,Slice of Life",12,120002,60,60,2017
Furueru Kuchibiru: fuzzy lips 0,OVA,Hentai,1,1673,60,62,2014
Qualidea Code,TV,"Action,Fantasy,Supernatural",12,32038,60,60,2016
Bakuon!!,TV,"Comedy,Ecchi,Slice of Life,Sports",12,12745,60,61,2016
Ranpo Kitan: Game of Laplace,TV,"Drama,Mystery,Psychological",11,19922,60,60,2015
JUNK LAND THE ANIMATION,OVA,"Hentai,Romance",1,1267,60,62,2013
RDG: Red Data Girl,TV,"Drama,Romance,Supernatural",12,16374,60,61,2013
D.C.III: Da Capo III,TV,"Drama,Ecchi,Romance",13,4852,60,61,2013
Meloetta no Kirakira Recital,SPECIAL,Music,1,1784,60,62,2012
Beelzebub: Sakigake!! Beel to Shinsengumi,SPECIAL,"Action,Comedy,Supernatural",7,800,60,69,2012
Please Rape Me!,OVA,Hentai,2,2907,60,61,2012
Busou Shinki: Moon Angel,ONA,"Action,Sci-Fi",10,2265,60,61,2012
Pichu to Pikachu no Fuyuyasumi 2001,OVA,"Adventure,Comedy,Fantasy",3,2142,60,61,2001
Morita-san wa Mukuchi.,TV_SHORT,"Comedy,Slice of Life",13,4368,60,61,2011
Sengoku Otome: Momoiro Paradox,TV,"Action,Comedy,Ecchi,Sci-Fi",13,6104,60,61,2011
Seikimatsu Occult Gakuin Specials,SPECIAL,"Comedy,Supernatural",4,1565,60,62,2011
Prince of Tennis: Band of Princes,MUSIC,Action,1,834,60,63,2010
Higepiyo,TV_SHORT,Comedy,39,802,60,63,2010
Kasei Yakyoku,OVA,"Drama,Romance",4,914,60,64,1989
Ginga Tetsudou 999: Eternal Fantasy,MOVIE,"Action,Drama,Sci-Fi",1,1096,60,63,1998
Warau Salesman,TV_SHORT,"Comedy,Drama,Horror,Psychological,Supernatural",104,1442,60,64,1991
Nikuyome: Takayanagi Ke no Hitobito,OVA,Hentai,4,1044,60,63,2006
Highlander: The Search for Vengeance,MOVIE,"Action,Horror,Sci-Fi",1,2313,60,62,2007
Sirius no Densetsu,MOVIE,"Drama,Fantasy,Romance",1,1399,60,63,1981
Sky Girls OVA,OVA,"Mecha,Sci-Fi",1,1231,60,62,2006
Hyper Police,TV,"Action,Comedy,Fantasy,Sci-Fi",25,1604,60,64,1997
Sakura Taisen: Gouka Kenran,OVA,"Adventure,Mecha,Romance,Sci-Fi",6,1073,60,64,2000
Betterman,TV,"Action,Adventure,Comedy,Drama,Horror,Mecha,Mystery,Sci-Fi",26,2556,60,62,1999
UFO Princess Valkyrie,TV,"Comedy,Ecchi,Sci-Fi",12,2700,60,62,2002
Oishinbo,TV,Comedy,136,1009,60,68,1990
Uta∽Kata,TV,"Drama,Fantasy,Mahou Shoujo,Psychological",12,4012,60,61,2005
Shingetsutan Tsukihime,TV,"Action,Horror,Mystery,Romance,Supernatural",12,21301,60,61,2004
Benghuai 3: Qian Qishilu,ONA,"Action,Fantasy",1,153,60,80,2021
Deji Meets Girl,TV_SHORT,"Slice of Life,Supernatural",12,6437,60,61,2022
RPG Fudousan,TV,"Comedy,Fantasy,Slice of Life",12,8343,60,61,2022
Magatsu Wahrheit: ZUERST,TV,"Action,Fantasy",12,7717,60,61,2021
Crayon Shin-chan: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,MOVIE,Comedy,1,477,60,67,2019
Ze Tian Ji 4,ONA,"Action,Adventure,Fantasy",12,346,60,70,2018
Ling Jian Zun,ONA,"Action,Fantasy,Romance",30,613,60,65,2019
Kami-machi Sana-chan The Animation,OVA,"Hentai,Romance",1,1340,60,63,2019
Burenai Ai de,MUSIC,,1,553,60,64,2014
KING OF PRISM -Shiny Seven Stars-,TV,"Music,Sports",12,1686,60,63,2019
"Attakai, Fuyu Canada",ONA,Slice of Life,1,828,60,63,2017
Juvenile Pornography THE ANIMATION,OVA,Hentai,1,2331,60,61,2018
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,TV,"Action,Adventure,Drama,Sci-Fi",26,27158,60,60,2019
Koisuru Shirokuma,MOVIE,Comedy,9,1344,60,64,2018
Kidou Keisatsu Patlabor REBOOT,MOVIE,"Comedy,Mecha,Sci-Fi",1,1678,60,62,2016
Majuu Jouka Shoujo Utea,OVA,"Hentai,Mahou Shoujo",4,1119,60,62,2017
SHOW BY ROCK!! Short!!,TV_SHORT,"Comedy,Music,Slice of Life",12,3047,60,61,2016
Danchigai Special,SPECIAL,"Comedy,Slice of Life",1,4657,60,61,2015
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,TV,"Adventure,Comedy,Drama,Fantasy,Slice of Life",12,10994,60,60,2014
Hakuouki Reimeiroku Tokuten Disc,OVA,"Action,Supernatural",2,734,60,67,2013
Myself ; Yourself Specials,SPECIAL,"Drama,Romance",2,1405,60,62,2008
Yasashii March: The Tender March,MUSIC,,1,653,60,63,2011
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,TV,"Comedy,Ecchi,Romance",12,43647,60,60,2013
Upotte!!,ONA,"Action,Comedy",10,11745,60,60,2012
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma no Hibi,SPECIAL,"Comedy,Mecha,Sci-Fi",1,1145,60,63,2006
Tekken: Blood Vengeance,MOVIE,"Action,Fantasy,Sci-Fi,Supernatural",1,2825,60,61,2011
Shin Koihime†Musou: Otome Tairan OVA,OVA,Comedy,1,1029,60,63,2011
Softenni,TV,"Comedy,Ecchi,Sports",12,4524,60,61,2011
Tegami Bachi Reverse Specials,SPECIAL,Comedy,25,831,60,67,2011
Dororon Enma-kun Meeramera,TV,"Comedy,Ecchi,Fantasy",12,3048,60,61,2011
Hime Chen! Otogi Chikku Idol Lilpri,TV,Mahou Shoujo,51,1542,60,63,2011
Queen's Blade: Gyokuza wo Tsugu Mono,TV,"Action,Adventure,Ecchi,Fantasy",12,6479,60,61,2010
Bakugan Battle Brawlers: New Vestroia,TV,"Adventure,Fantasy",52,9062,60,60,2010
WHITE ALBUM,TV,"Drama,Music,Romance",13,19351,60,60,2009
Penguin Musume♥Heart,ONA,"Comedy,Ecchi,Slice of Life",22,2483,60,61,2008
Himekishi Lilia,OVA,"Fantasy,Hentai,Horror,Supernatural",6,1323,60,62,2008
Sekai Meisaku Douwa: Hakuchou no Mizuumi,MOVIE,"Drama,Fantasy,Romance",1,844,60,63,1981
TWO-MIX: White Reflection,MUSIC,,1,553,60,63,1997
Otome wa Boku ni Koishiteru Special,SPECIAL,"Comedy,Romance",1,1507,60,62,2007
Panda Kopanda,MOVIE,"Adventure,Comedy,Fantasy,Slice of Life",1,2104,60,61,1973
Goshuushou-sama Ninomiya-kun,TV,"Comedy,Ecchi,Fantasy",12,10879,60,60,2008
AMON Devilman Mokushiroku,OVA,"Action,Fantasy,Horror,Supernatural",1,4258,60,61,2000
Ningyo no Kizu,OVA,"Drama,Fantasy,Horror,Mystery",1,1546,60,62,1993
Super Robot Taisen OG: Divine Wars,TV,"Action,Mecha,Sci-Fi",25,1330,60,63,2007
"Urusei Yatsura: Haru da, Tobidase!",SPECIAL,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi",1,1108,60,63,1982
Hakaima Sadamitsu,TV,"Action,Mecha,Sci-Fi",10,976,60,64,2001
Black Magic M-66,OVA,"Action,Adventure,Mecha,Sci-Fi",1,3310,60,61,1987
Demashitaa! Powerpuff Girls Z,TV,"Action,Comedy,Mahou Shoujo,Sci-Fi",52,5740,60,61,2007
Choujuushin Gravion Zwei,TV,"Adventure,Comedy,Mecha,Sci-Fi",12,1308,60,62,2004
.hack//INTERMEZZO,SPECIAL,"Adventure,Fantasy,Mystery,Sci-Fi",1,3187,60,61,2002
Hanaukyou Maid-tai OVA,OVA,"Comedy,Ecchi,Romance",3,1294,60,62,2001
Puni Puni☆Poemii,OVA,"Comedy,Mahou Shoujo,Sci-Fi",2,4523,60,61,2002
Bannou Bunka Neko-Musume,OVA,"Action,Adventure,Comedy,Mecha,Sci-Fi",6,2260,60,62,1993
Happy☆Lesson: Advance,TV,"Comedy,Romance,Slice of Life",13,1655,60,62,2003
!NVADE SHOW!,MUSIC,,1,257,60,71,2020
Akane wa Tsumare Somerareru,OVA,Hentai,2,1093,60,63,2022
Home!,ONA,Sci-Fi,1,988,60,64,2021
Ichiban Chikakute Tooi Hoshi,ONA,,1,967,60,63,2021
Nouri Ue no Cracker,MUSIC,,1,213,60,75,2018
Fairy Gone 2,TV,"Action,Adventure,Drama,Fantasy,Supernatural",12,9226,60,61,2020
Katsute Kami Datta Kemono-tachi e,TV,"Action,Drama,Fantasy,Mystery,Supernatural",12,24111,60,60,2019
"Hachi-nan tte, Sore wa Nai deshou!",TV,"Adventure,Fantasy",12,38750,60,60,2020
Strike Witches 501 Butai Hasshin Shimasu!,TV_SHORT,"Comedy,Sci-Fi",12,3853,60,61,2019
GODZILLA: Hoshi wo Kuu Mono,MOVIE,"Action,Sci-Fi",1,5988,60,60,2018
Imouto Paradise! 3 The Animation,OVA,Hentai,2,1492,60,62,2018
Ore ga Kanojo wo Okasu Wake,OVA,Hentai,6,2345,60,61,2019
Baki OVA,OVA,Action,1,3075,60,61,2017
"Ore ga Ojou-sama Gakkou ni ""Shomin Sample"" Toshite Gets-Sareta Ken: Kujou-san no Doesu Soudan-Shitsu Anime-ban",SPECIAL,"Comedy,Ecchi,Romance",6,4457,60,61,2016
Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka,OVA,Hentai,2,1349,60,62,2016
Senran Kagura: Estival Versus - Mizugidarake no Zenyasai,OVA,"Action,Comedy,Ecchi",1,3809,60,61,2015
Kanojo wa Dare to demo Sex Suru.,OVA,Hentai,2,1831,60,62,2015
IS: Infinite Stratos 2,TV,"Action,Comedy,Ecchi,Mecha,Romance,Sci-Fi",12,52058,60,60,2014
Koukyoushihen Eureka Seven: New Order,SPECIAL,"Adventure,Drama,Mecha,Romance,Sci-Fi",1,1642,60,62,2012
Pikachu no Fuyuyasumi 2000,OVA,"Adventure,Comedy,Fantasy",2,2166,60,61,2000
Jewelpet Sunshine,TV,"Comedy,Fantasy,Mahou Shoujo",52,1144,60,64,2012
Morita-san wa Mukuchi,OVA,"Comedy,Slice of Life",1,1993,60,61,2011
Eyeshield 21 Jump Festa 2005,SPECIAL,"Action,Comedy,Sports",1,960,60,63,2004
Ougon Yuusha Goldran,TV,"Action,Adventure,Fantasy,Mecha,Sci-Fi",48,713,60,68,1996
Mokke Specials,SPECIAL,"Mystery,Slice of Life,Supernatural",2,424,60,67,2008
Koutetsu Jeeg,TV,"Action,Mecha,Sci-Fi",46,890,60,64,1976
Kindaichi Shounen no Jikenbo Specials,SPECIAL,Mystery,2,417,60,69,2007
Saiyuuki,OVA,"Adventure,Supernatural",2,730,60,65,1999
Koharu Biyori,OVA,"Comedy,Ecchi,Sci-Fi",3,2896,60,61,2008
Onboro Film,MOVIE,,1,794,60,62,1985
Gekiganger 3: The Movie,OVA,"Action,Comedy,Mecha,Sci-Fi",1,1020,60,62,1998
Shuffle! Memories,TV,"Comedy,Drama,Ecchi,Fantasy,Romance",12,6057,60,61,2007
Transformers: Galaxy Force,TV,"Adventure,Mecha,Sci-Fi",52,993,60,62,2006
Kage kara Mamoru!,TV,"Comedy,Romance",12,3011,60,61,2006
Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi,SPECIAL,"Action,Adventure,Fantasy",1,6456,60,60,2021
Wan Jie Duzun,ONA,"Action,Fantasy",50,279,60,70,2021
My Name is Elite☆,MUSIC,,1,344,60,68,2019
Tokyo 7th Sisters: Bokura wa Aozora ni Naru,MOVIE,Music,1,1233,60,64,2021
Kimi ga Inakucha!,MUSIC,,1,354,60,67,2018
Gundam Build Divers Prologue,ONA,"Action,Mecha,Sci-Fi",1,1636,60,61,2018
Cardfight!! Vanguard G: Z,TV,Action,24,1619,60,62,2018
PriPara Movie: Minna Atsumare! Prism☆Tours,MOVIE,Music,1,769,60,64,2015
Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou,SPECIAL,Comedy,1,3436,60,61,2014
Akame ga Kill! Gekijou,ONA,"Comedy,Ecchi",24,9123,60,60,2015
Jinsei,TV,Slice of Life,13,12289,60,60,2014
Miss Monochrome - The Animation,TV_SHORT,"Music,Slice of Life",13,9577,60,60,2014
Hyakka Ryouran: Samurai Bride Specials,SPECIAL,"Comedy,Ecchi",6,2203,60,61,2013
Hagure Yuusha no Estetica: Hajirai Ippai,SPECIAL,"Comedy,Ecchi",6,7011,60,60,2013
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,OVA,"Comedy,Ecchi",1,1223,60,62,2013
FlashBack,MUSIC,,1,631,60,63,2012
Buta,MOVIE,"Action,Adventure,Comedy",1,1807,60,61,2012
Code Geass: Nunnally in Wonderland,OVA,"Comedy,Fantasy",1,11517,60,60,2012
Paaman (1983),TV_SHORT,Comedy,526,744,60,63,1984
Natsuiro Surprise,MUSIC,,1,1707,60,61,2011
Shoukoujo THE ANIMATION,OVA,Hentai,2,1349,60,62,2012
Ran->Sem: Hakudaku Delmo Tsuma no Miira Tori,OVA,Hentai,2,1392,60,62,2011
Yokuwakaru Gendaimahou 00,SPECIAL,Comedy,1,1014,60,62,2009
MINKY MOMO in Tabidachi no Eki,OVA,"Drama,Fantasy",1,675,60,64,1994
Lupin III: Pilot Film,MOVIE,Action,1,2386,60,61,1968
Soukan Yuugi,OVA,Hentai,2,1110,60,62,2007
Miracle☆Girls,TV,"Drama,Mahou Shoujo",51,939,60,66,1994
Jumping,MOVIE,Adventure,1,1326,60,61,1984
Happiness!: Watarase Jun no Kareinaru Ichinichi,OVA,"Comedy,Fantasy",1,920,60,62,2007
Battle Fighters Garou Densetsu 2,OVA,"Action,Adventure,Drama",1,1371,60,62,1993
Di Gi Charat: Hoshi no Tabi,MOVIE,Comedy,1,811,60,63,2002
Amaenaide yo!! Special,SPECIAL,"Comedy,Ecchi,Romance,Supernatural",1,1697,60,61,2006
Souten no Ken,TV,Action,22,2164,60,62,2007
Bubblegum Crash,OVA,"Action,Adventure,Mecha,Sci-Fi",3,2118,60,61,1992
Vandread Gekitou-hen,OVA,"Action,Adventure,Comedy,Ecchi,Mecha,Sci-Fi",1,979,60,63,2002
Tokyo Underground,TV,"Action,Adventure,Romance,Sci-Fi",26,3293,60,61,2002
Toilet no Hanako-san vs Kukkyou Taimashi,OVA,"Fantasy,Hentai,Supernatural",4,1414,60,62,2021
Senyoku no Sigrdrifa,TV,"Action,Fantasy",12,12836,60,60,2021
Shin Chuuka Ichiban! 2,TV,Comedy,12,1072,60,64,2021
Hajimete no Hitozuma,OVA,Hentai,,1514,60,62,2020
Shu,MOVIE,"Action,Fantasy",1,358,60,67,2019
I★CHU: HALFWAY THROUGH THE IDOL,TV,Music,12,4174,60,61,2021
Fw:Hamatora,MOVIE,"Comedy,Mystery",1,1230,60,65,2015
"Tsunagu, Soramoyou",MUSIC,,1,561,60,65,2018
Hashiri Tsuzukete Yokattatte,TV_SHORT,"Drama,Slice of Life",4,3002,60,61,2018
Katasumi no Uroko,MOVIE,"Adventure,Drama,Fantasy",1,363,60,66,2016
Crayon Shin-chan: Bakumori! Kung Fu Boys - Ramen Tairan,MOVIE,Comedy,1,548,60,65,2018
True Tears x Hanasaku Iroha x TARITARI: Utopia,MUSIC,,1,1612,60,62,2014
Okusama ga Seitokaichou! OVA: Okusama Gekijou,SPECIAL,Comedy,7,2436,60,61,2016
Hataraku Onii-san! No 2!,TV_SHORT,"Comedy,Slice of Life",12,954,60,62,2018
Ze Tian Ji,ONA,"Action,Adventure,Fantasy",13,1103,60,64,2016
Future Card Buddyfight X: All-Star Fight,TV,,8,607,60,65,2018
Dame×Prince ANIME CARAVAN,TV,"Adventure,Comedy,Romance",12,4869,60,61,2018
Bokura no Sex,OVA,"Hentai,Romance",2,1303,60,62,2017
Fuuka,TV,"Drama,Ecchi,Music,Romance",12,44284,60,60,2017
Fudanshi Koukou Seikatsu,TV_SHORT,"Comedy,Slice of Life",12,10777,60,60,2016
Brothers Conflict OVA,OVA,Romance,2,3678,60,61,2015
Control Bear [Wonder Garden],ONA,Fantasy,1,2024,60,61,2013
Yami Shibai 2,TV_SHORT,"Horror,Supernatural",13,8273,60,60,2014
Ookii 1 Nensei to Chiisana 2 Nensei,MOVIE,Adventure,1,1195,60,62,2014
Future Card Buddyfight,TV,"Action,Sci-Fi",64,1961,60,61,2015
one off,OVA,Slice of Life,4,4017,60,61,2012
TSF Monogatari,OVA,Hentai,2,2798,60,61,2012
Shinryaku! Ika Musume: Ika Ice Tabena-ika?,MUSIC,,1,1325,60,62,2011
Ranma 1/2: Tendou-ke no Oyobidenai Yatsura!,SPECIAL,"Comedy,Slice of Life",1,764,60,64,1992
Kidou Senshi Gundam AGE,TV,"Action,Mecha,Sci-Fi",49,5263,60,60,2012
Battle Spirits: Brave,TV,Action,50,848,60,63,2011
kiss×sis (TV),TV,"Comedy,Ecchi,Romance,Slice of Life",12,66950,60,60,2010
Mama Puri!?,OVA,Hentai,2,940,60,62,2009
Umi Monogatari: Anata ga Ite Kureta Koto,TV,"Drama,Fantasy,Mahou Shoujo,Romance,Supernatural",12,4539,60,61,2009
Nyoro-n☆Churuya-san,ONA,Comedy,13,5423,60,60,2009
ToHeart2 adplus,OVA,Romance,2,1036,60,63,2009
Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,SPECIAL,"Action,Comedy,Fantasy",1,1188,60,62,2007
Dokidoki Oyako Lesson: Oshiete♪ H na Obenkyou,OVA,Hentai,2,1194,60,62,2007
Neo Angelique Abyss,TV,"Comedy,Fantasy,Romance",13,3144,60,61,2008
Hi no Tori: Yamato-hen,OVA,Drama,1,641,60,64,1987
Densetsu no Yuusha Da Garn,TV,"Mecha,Sci-Fi",46,861,60,67,1993
Lupin III: Babylon no Ougon Densetsu,MOVIE,"Adventure,Comedy",1,1901,60,61,1985
